word,count
the,8123
and,6847
of,5130
to,4515
in,3091
is,2963
they,2917
allah,2901
,2591
a,2438
for,2347
that,2332
them,2176
he,2082
ye,2014
who,1979
will,1968
we,1883
but,1697
their,1598
it,1590
not,1569
you,1453
be,1426
those,1412
with,1263
from,1207
have,1183
are,1173
his,1068
on,1047
him,1033
lord,960
all,937
if,925
or,870
as,823
your,812
say,776
do,773
thou,769
then,744
said,711
when,691
i,666
what,666
no,666
this,663
shall,659
thee,615
which,606
by,590
our,551
so,542
one,529
day,529
my,521
there,519
people,511
thy,509
us,471
believe,470
has,443
me,429
earth,418
were,415
nor,402
was,396
things,379
most,372
men,370
before,359
any,351
may,350
had,341
signs,339
did,339
sent,327
truth,321
indeed,320
such,315
among,312
verily,311
out,310
whom,310
hath,300
would,289
made,287
good,274
fear,273
evil,267
faith,261
against,257
an,256
down,251
come,249
been,247
give,246
see,240
than,239
sura,237
other,233
messenger,233
can,232
should,230
penalty,229
up,228
know,225
life,214
at,211
after,210
man,208
therein,208
only,207
turn,207
some,204
book,202
fire,201
heavens,200
make,195
back,194
power,193
behold,193
over,191
away,187
own,187
its,186
into,183
unto,181
except,180
knowledge,178
reject,177
moses,175
unbelievers,175
right,174
deeds,170
truly,170
let,165
way,164
mercy,164
how,163
even,162
hearts,161
themselves,161
doth,160
reward,158
every,157
take,157
thus,155
like,154
between,154
best,154
full,153
created,153
call,149
clear,148
never,147
forth,146
these,142
given,139
allahs,139
worship,138
follow,138
wrong,136
about,136
well,135
punishment,134
guidance,133
each,133
messengers,133
more,133
came,132
judgment,126
nothing,124
ask,123
nay,122
two,120
without,119
merciful,118
hereafter,118
cause,118
believers,117
yet,117
now,117
righteous,117
message,116
bring,115
leave,115
because,114
true,112
am,110
time,109
night,109
order,107
none,107
her,107
certainly,107
until,105
art,104
whose,101
besides,101
yourselves,101
rejected,101
through,100
another,100
might,99
women,98
path,97
knoweth,97
witness,97
exalted,96
prayer,95
soul,95
put,95
servants,94
help,93
upon,93
sign,93
could,92
gave,92
command,92
find,92
ones,91
brought,91
soon,91
angels,89
grievous,88
land,88
wisdom,87
send,87
god,87
together,87
receive,86
show,85
while,85
place,85
pharaoh,85
word,85
understand,84
others,83
ever,83
hands,83
account,83
hell,83
children,82
light,82
end,82
quran,81
righteousness,81
companions,81
souls,81
great,80
return,80
death,80
gardens,80
world,80
knows,80
grace,79
many,79
also,79
turned,78
why,77
remember,77
forgiveness,77
hast,76
wilt,76
garden,76
better,76
she,76
guide,76
abraham,75
set,75
work,75
deny,75
mankind,74
revealed,74
son,74
sight,73
glory,73
gods,73
go,72
again,72
sin,72
seek,71
promise,71
just,70
doubt,69
eyes,69
water,69
partners,69
bear,68
oftforgiving,68
himself,68
matter,67
therefore,67
gracious,66
sustenance,66
due,66
regular,65
enter,65
wish,65
above,65
prophet,64
left,64
fathers,64
praise,63
bestowed,63
raised,63
part,63
whatever,63
revelation,62
peace,62
comes,62
charity,62
fight,62
taste,62
does,61
trust,61
straight,60
means,60
eat,60
far,60
religion,60
think,60
astray,59
appointed,59
ah,58
both,58
wise,57
dwell,57
though,57
whether,56
forgive,56
wrongdoers,56
little,56
hear,56
believed,56
authority,56
admonition,56
wrath,55
amongst,55
dead,55
grant,55
favours,55
hand,55
father,54
mischief,54
sons,54
obey,54
hour,54
creation,53
tidings,53
behind,53
free,53
thing,53
falsehood,52
presence,52
high,51
spend,51
die,51
get,51
used,51
term,51
surely,50
lest,50
worlds,49
rivers,49
heaven,49
saying,49
woe,49
manifest,49
single,49
noah,48
covenant,48
able,48
serve,48
patience,48
found,48
least,48
sure,47
false,47
sky,47
stand,47
glad,47
sins,47
speak,47
heart,47
thereof,47
old,46
love,46
listen,46
concerning,46
wealth,46
promised,46
israel,45
morning,45
took,45
keep,45
praises,45
inspiration,45
neither,45
home,45
faces,45
brother,45
affairs,45
bounty,45
pass,45
establish,45
warning,45
forbidden,44
alone,44
tell,44
first,44
hold,44
profit,44
already,44
off,44
lie,44
name,43
satan,43
judge,43
yea,43
justice,43
granted,43
open,43
something,42
provided,42
rain,42
celebrate,42
being,42
desire,42
called,42
enough,42
measure,42
done,42
harm,41
drink,41
reach,41
gives,41
equal,41
much,41
dost,41
last,40
beneath,40
guided,40
kind,40
respite,40
near,40
sun,39
here,39
taken,39
dispute,39
days,39
protector,39
islam,39
punish,39
seest,39
destroyed,39
mountains,39
produce,38
bow,38
words,38
favour,38
case,38
received,38
ourselves,38
must,38
strength,38
saw,38
dominion,37
cannot,37
grateful,37
remembrance,37
wills,37
homes,37
strive,37
understanding,37
according,37
cattle,36
repentance,36
mary,36
ranks,36
ways,36
cherisher,36
lost,36
grieve,36
guard,36
knew,36
food,36
prostrate,36
blame,36
didst,36
beautiful,36
arrogant,36
portion,35
therewith,35
towards,35
very,35
too,35
followed,35
law,35
anything,35
become,35
unless,35
makes,35
wait,35
plan,35
aught,35
fall,35
cast,35
family,34
joseph,34
flow,34
create,34
mind,34
conduct,34
face,34
commanded,34
sincere,34
belong,34
sacred,34
lead,34
hidden,34
recompense,34
record,34
throw,33
wife,33
hope,33
vain,33
unjust,33
belongs,33
warner,33
firm,33
duty,33
acquainted,33
generations,33
join,33
woman,32
fruits,32
witnesses,32
pure,32
told,32
trial,32
slay,32
firmly,32
lawful,32
whoever,32
share,32
reached,32
passed,32
beyond,32
raise,32
mighty,32
hypocrites,31
unseen,31
same,31
warn,31
blind,31
prepared,31
therefrom,31
party,31
pleases,31
enemy,31
change,31
prayers,31
pleaseth,31
honour,31
easy,31
story,31
moon,30
darkness,30
round,30
desires,30
curse,30
years,30
bestow,30
long,30
look,30
worthy,30
dust,30
abode,30
seized,30
length,30
midst,30
meet,29
conceal,29
went,29
rest,29
fruit,29
loveth,29
destroy,29
established,29
terrible,29
admit,29
aforetime,29
rebellious,29
decree,29
prophets,28
city,28
loss,28
error,28
taught,28
practise,28
blazing,28
cut,28
wives,28
ordained,28
believing,28
throne,28
gather,28
bounds,28
protectors,28
lut,28
mutual,27
reveal,27
sea,27
saved,27
says,27
treat,27
number,27
house,27
ill,27
bliss,27
mother,27
pray,27
vision,27
supreme,27
under,27
jinns,27
prosper,26
really,26
seeing,26
seven,26
delivered,26
age,26
hide,26
became,26
parents,26
sees,26
whole,26
sends,26
present,26
decision,26
works,26
greater,26
heareth,26
chiefs,26
friends,26
perish,26
explain,26
thamud,26
news,25
proclaim,25
abundance,25
adam,25
placed,25
where,25
state,25
spirit,25
transgressors,25
jesus,25
times,25
certain,25
peoples,25
either,25
persons,25
burden,25
secret,25
remove,25
wicked,25
company,25
guides,25
shame,25
affair,25
refuge,25
meeting,25
spread,24
mount,24
evidence,24
aid,24
wronged,24
increase,24
till,24
backs,24
pleasure,24
drive,24
earned,24
ungrateful,24
further,24
aaron,24
travel,24
female,24
hasten,24
thought,24
theirs,24
forward,24
war,23
use,23
stray,23
joined,23
within,23
gone,23
wouldst,23
fulfilled,23
yours,23
living,23
wherein,23
oaths,23
creatures,23
seeking,23
flowing,23
past,23
standing,23
final,23
answer,23
invoke,23
side,23
deliver,23
ad,23
gain,22
resurrection,22
willed,22
save,22
accepted,22
anyone,22
few,22
test,22
declare,22
three,22
gathered,22
course,22
child,22
seize,22
rehearsed,22
fail,22
brothers,22
asunder,21
similitude,21
terror,21
learn,21
abide,21
patient,21
oft,21
transgressed,21
sacrifice,21
heard,21
purpose,21
fact,21
asked,21
turns,21
going,21
new,21
persevere,21
perceive,21
property,21
houses,21
transgress,21
speech,21
brethren,21
gifts,21
leaves,21
enjoy,21
cry,21
secure,21
hearing,20
want,20
ears,20
rejecters,20
approach,20
tree,20
fulfil,20
forget,20
live,20
touch,20
enemies,20
slain,20
pagans,20
helper,20
wast,20
parable,20
limits,20
prescribed,20
fast,20
doing,20
giveth,20
suffer,20
deed,20
coming,20
swear,20
detail,20
canst,20
secrets,19
cover,19
hard,19
humility,19
springs,19
solomon,19
question,19
please,19
clearly,19
repent,19
feel,19
ark,19
male,19
clay,19
distress,19
severe,19
person,19
sides,19
daughters,19
forgiving,19
provide,19
sinners,19
blessed,19
aye,19
holy,18
victory,18
small,18
avail,18
kindness,18
orphans,18
wellacquainted,18
permission,18
kept,18
fitting,18
allknowing,18
feed,18
mosque,18
goal,18
goods,18
hears,18
known,18
act,18
pay,18
heed,18
security,18
forces,18
depths,18
draw,18
heavy,18
strong,18
goodly,18
thyself,18
held,18
admonish,18
companion,18
watch,18
once,18
burdens,18
pairs,18
reality,17
garments,17
purity,17
thine,17
clouds,17
faults,17
unbelief,17
rehearse,17
jacob,17
period,17
nearest,17
caused,17
seen,17
shalt,17
carry,17
lay,17
beings,17
forbid,17
wind,17
despair,17
feet,17
enjoyment,17
sorcery,17
protect,17
pleased,17
frustrate,17
telling,17
blood,16
needs,16
highest,16
iblis,16
thereafter,16
need,16
refuse,16
worshipped,16
brings,16
similar,16
self,16
accept,16
isaac,16
fixed,16
destruction,16
making,16
strict,16
months,16
provision,16
led,16
matters,16
manner,16
constancy,16
david,16
willeth,16
produced,16
books,16
grow,16
beauty,16
touched,16
decreed,16
having,16
sit,16
possess,16
guilty,16
following,16
less,16
mission,16
boiling,16
mayest,16
removed,16
talk,16
add,16
winds,15
break,15
deaf,15
servant,15
helpers,15
special,15
prayed,15
perchance,15
fell,15
knowest,15
jews,15
cometh,15
nations,15
service,15
chosen,15
complete,15
patiently,15
kinds,15
shameful,15
journey,15
later,15
reaches,15
bounties,15
cried,15
fighting,15
marry,15
four,15
mothers,15
decide,15
marriage,15
bodies,15
retribution,15
endued,15
teach,15
injustice,15
care,15
myself,15
attribute,15
remain,15
obstinate,15
returned,15
scattered,15
ridicule,15
animals,15
violent,15
eye,15
ancients,15
giving,15
cities,15
weight,15
thanks,15
wont,15
ready,15
possessed,15
blast,15
king,14
adoration,14
gold,14
divorce,14
read,14
names,14
enjoin,14
scripture,14
example,14
crime,14
humiliating,14
disobey,14
lo,14
magic,14
respect,14
belongeth,14
ruin,14
turning,14
descend,14
openly,14
skies,14
substance,14
gratitude,14
close,14
believes,14
oath,14
wombs,14
twice,14
terms,14
unable,14
gift,14
eternal,14
bones,14
birds,14
benefit,14
devotion,14
unjustly,14
blessing,14
deal,14
submit,14
low,14
entered,14
evening,14
attain,14
freely,14
invent,14
rejoice,14
nature,14
reply,14
plot,14
straying,14
apostle,14
deluded,14
hinder,14
liars,14
flood,14
ascribe,14
dignity,14
assuredly,14
proved,14
lofty,14
believer,13
run,13
steadfast,13
surety,13
wander,13
utter,13
walk,13
follows,13
confirming,13
divided,13
town,13
christians,13
behalf,13
plain,13
fair,13
disgrace,13
hearken,13
doers,13
thousand,13
threw,13
naught,13
wert,13
guideth,13
ground,13
ships,13
associate,13
appear,13
nigh,13
vanities,13
pour,13
settled,13
honourable,13
tarried,13
shown,13
pieces,13
dealt,13
minds,13
constant,13
excellent,13
ignorance,13
sisters,13
lusts,13
friend,13
charge,13
angel,13
couldst,13
sudden,13
various,13
try,13
wandering,13
reckoning,13
stars,13
balance,13
overwhelmed,13
along,13
sought,13
whereof,13
proportion,13
filled,13
voice,13
hud,12
seal,12
disease,12
chance,12
stones,12
moreover,12
price,12
heads,12
intercession,12
helped,12
drowned,12
gate,12
worse,12
transgressing,12
commands,12
ransom,12
whenever,12
blasphemy,12
else,12
places,12
offspring,12
ismail,12
progeny,12
calamity,12
meat,12
flesh,12
suffering,12
slave,12
parties,12
indigent,12
wants,12
arrogance,12
clean,12
suitable,12
loan,12
sets,12
benefits,12
verses,12
point,12
becomes,12
dreadful,12
hosts,12
disposer,12
withhold,12
dark,12
taking,12
inheritance,12
cursed,12
plots,12
takes,12
opened,12
position,12
broke,12
commit,12
hellfire,12
tongue,12
devoted,12
lurch,12
play,12
delight,12
inheritors,12
shuaib,12
punished,12
looking,12
lower,12
heat,12
warned,12
arabic,12
human,12
trees,12
ingratitude,12
burn,12
thrones,12
mim,11
event,11
assembly,11
veil,11
deceive,11
realise,11
still,11
felicity,11
calf,11
strike,11
covered,11
rejecting,11
ignorant,11
slew,11
unmindful,11
private,11
write,11
miserable,11
effect,11
strengthened,11
aside,11
quite,11
truthful,11
east,11
saith,11
tried,11
safety,11
muslims,11
justly,11
lives,11
blessings,11
footsteps,11
reasonable,11
wrongdoing,11
permitted,11
offer,11
fought,11
consider,11
hurt,11
forbearing,11
former,11
appoint,11
injury,11
move,11
desist,11
difficulty,11
weak,11
gospel,11
denied,11
met,11
christ,11
plotted,11
lords,11
contrary,11
itself,11
rank,11
lose,11
listened,11
iniquity,11
showed,11
females,11
achievement,11
thrown,11
sort,11
piety,11
â€”,11
reason,11
forgives,11
counsel,11
evident,11
fulfilment,11
invented,11
gates,11
treasures,11
trumpet,11
creator,11
explained,11
perdition,11
sense,11
salih,11
relate,11
worst,11
desert,11
arabs,11
forged,11
prison,11
subjected,11
subject,11
eternity,11
cave,10
direction,10
glorify,10
refused,10
endure,10
rich,10
body,10
wishes,10
guarded,10
choose,10
west,10
everything,10
answered,10
salvation,10
symbols,10
lot,10
ocean,10
adversity,10
white,10
thereto,10
oppression,10
cease,10
defend,10
alluring,10
differ,10
wished,10
loves,10
instruction,10
dower,10
friendship,10
hundred,10
perhaps,10
corn,10
acts,10
devour,10
silver,10
chaste,10
falsehoods,10
mouths,10
haste,10
requital,10
necks,10
heirs,10
wherewith,10
actually,10
sufficient,10
wide,10
creates,10
rebellion,10
misled,10
result,10
irresistible,10
tales,10
grief,10
rejection,10
shouldst,10
dry,10
green,10
idols,10
lies,10
leaders,10
head,10
began,10
got,10
delay,10
liar,10
sorcerers,10
count,10
mentioned,10
uudgment,10
reflect,10
stay,10
stages,10
creature,10
mention,10
satisfaction,10
joy,10
pilgrimage,9
smoke,9
bowing,9
scatter,9
quraish,9
assurance,9
around,9
dumb,9
guardianlord,9
ordered,9
bowed,9
transgression,9
enmity,9
oftreturning,9
shade,9
always,9
young,9
alike,9
argument,9
kindred,9
preserve,9
teaching,9
bearer,9
form,9
chose,9
rather,9
doings,9
visit,9
avowed,9
swallow,9
kin,9
practice,9
slaughter,9
prohibited,9
offering,9
ten,9
earn,9
wine,9
constantly,9
tilth,9
husbands,9
equitable,9
separate,9
treated,9
half,9
band,9
force,9
disputed,9
bare,9
seeth,9
assured,9
writing,9
forgiveth,9
blot,9
meaning,9
numerous,9
support,9
early,9
swift,9
calling,9
defiance,9
decline,9
protection,9
assigned,9
tongues,9
render,9
feared,9
hatred,9
misfortune,9
multiplied,9
remained,9
disaster,9
disobeyed,9
fault,9
stayed,9
nearer,9
escape,9
claim,9
spent,9
skins,9
fine,9
different,9
salutation,9
mens,9
stretch,9
forgot,9
sinful,9
trouble,9
shecamel,9
inspired,9
confusion,9
mocked,9
amusement,9
seem,9
hastened,9
rising,9
advance,9
thereon,9
build,9
shower,9
sorcerer,9
valley,9
ignominy,9
humble,9
stories,9
ends,9
population,9
flight,9
heifer,8
thunder,8
confederates,8
dealing,8
glorious,8
clot,8
dawn,8
l,8
fro,8
lightning,8
fuel,8
perfect,8
aright,8
group,8
humiliation,8
despised,8
posterity,8
conjecture,8
behave,8
pride,8
insolent,8
wrongfully,8
specially,8
revelations,8
strayed,8
begotten,8
compass,8
retreat,8
destination,8
race,8
wickedness,8
enforce,8
needy,8
during,8
accomplished,8
questions,8
bestows,8
warnings,8
bad,8
exile,8
beforehand,8
waiting,8
jest,8
carried,8
degrees,8
rejects,8
rise,8
replied,8
covering,8
barren,8
strengthen,8
driven,8
future,8
submission,8
zakariya,8
superior,8
worshippers,8
spiritual,8
prosperity,8
resist,8
restore,8
ease,8
avert,8
afraid,8
headlong,8
tested,8
lying,8
rewards,8
burning,8
real,8
issued,8
short,8
abundant,8
spacious,8
enjoined,8
mightest,8
plainly,8
mislead,8
depart,8
apostles,8
distraction,8
recite,8
intend,8
beware,8
abomination,8
shape,8
inflicted,8
inscribed,8
splendour,8
greatest,8
admonished,8
habitations,8
wonder,8
insolently,8
madyan,8
rod,8
win,8
failed,8
ornaments,8
preach,8
insolence,8
hadst,8
dwellings,8
humbled,8
arrived,8
colours,8
warners,8
powerful,8
pursued,8
front,8
invite,8
parables,8
perpetual,8
utterly,8
adorned,8
aloud,8
closer,8
populations,8
flocks,8
sounded,8
merges,8
ha,7
hajj,7
criterion,7
consultation,7
sand,7
star,7
iron,7
noise,7
ages,7
increased,7
helps,7
canopy,7
doubts,7
design,7
whilst,7
sell,7
study,7
certainty,7
preferred,7
compensation,7
absence,7
exchange,7
misery,7
sinai,7
soil,7
sound,7
o,7
knowingly,7
envy,7
substitute,7
questioned,7
heels,7
wherever,7
rehearsing,7
hunger,7
invoked,7
forced,7
purify,7
wayfarer,7
restrain,7
selfrestraint,7
month,7
mark,7
proper,7
catch,7
transgresses,7
poor,7
directed,7
devotees,7
suffered,7
courses,7
purified,7
intention,7
degree,7
husband,7
double,7
credit,7
families,7
mere,7
faithful,7
big,7
sleep,7
grain,7
ear,7
public,7
usury,7
paid,7
guardian,7
possessions,7
announce,7
pleasest,7
distance,7
charged,7
born,7
disputes,7
earnestly,7
s,7
crooked,7
befalls,7
doubled,7
object,7
admitted,7
iniquities,7
enduring,7
sister,7
lewdness,7
inherit,7
latter,7
treasure,7
slander,7
chastity,7
knowing,7
niggardly,7
intimate,7
cool,7
oppressed,7
strongest,7
greeting,7
flee,7
running,7
abroad,7
carries,7
deities,7
collect,7
completed,7
sorrow,7
fully,7
brotherhood,7
determined,7
mock,7
sealed,7
deceived,7
issue,7
pleasing,7
practised,7
alas,7
pair,7
sects,7
fill,7
seduce,7
six,7
detest,7
utmost,7
alive,7
whereon,7
adopt,7
seemed,7
impure,7
heedless,7
generous,7
task,7
striving,7
buried,7
excuses,7
r,7
completely,7
chastisement,7
decided,7
interpretation,7
shirt,7
tale,7
rent,7
ladies,7
load,7
prostration,7
mysteries,7
awe,7
invites,7
convenience,7
second,7
honoured,7
worked,7
recline,7
barrier,7
screen,7
smooth,7
graves,7
enlarges,7
fluid,7
ills,7
table,6
saba,6
sad,6
crowds,6
tracts,6
muhammad,6
sustainer,6
mockery,6
traffic,6
haughty,6
livelihood,6
nights,6
changed,6
rock,6
sabbath,6
gush,6
engage,6
guilt,6
lightened,6
succession,6
blaspheme,6
forgotten,6
accomplish,6
proof,6
forbids,6
sanctify,6
rites,6
instruct,6
folly,6
appeared,6
tribes,6
qibla,6
afflicted,6
void,6
disobedience,6
address,6
fears,6
difficulties,6
secretly,6
black,6
judges,6
tumult,6
likewise,6
household,6
precincts,6
quick,6
possible,6
prevent,6
excuse,6
advantage,6
laid,6
dispose,6
devout,6
foot,6
granteth,6
river,6
endowed,6
stands,6
tarry,6
falls,6
harvest,6
datepalms,6
gets,6
earns,6
foundation,6
firmness,6
devoutly,6
convey,6
bringest,6
noble,6
planned,6
section,6
bore,6
dwelling,6
rush,6
died,6
breasts,6
selves,6
regard,6
enlightenment,6
deception,6
exult,6
reverence,6
comfort,6
descendants,6
solemn,6
dowers,6
kill,6
eschew,6
obedience,6
conferred,6
fresh,6
ties,6
happens,6
tellest,6
attack,6
arms,6
promises,6
mend,6
killed,6
impiety,6
favor,6
main,6
desired,6
pronounced,6
persisted,6
committed,6
rewarded,6
violence,6
mine,6
deafness,6
proportions,6
tranquillity,6
dates,6
inventions,6
breast,6
setting,6
requite,6
heeded,6
camels,6
prove,6
paths,6
expelled,6
marks,6
heralds,6
roots,6
rained,6
bewitched,6
exacted,6
expect,6
hair,6
yokes,6
fish,6
stain,6
smite,6
caravan,6
achieve,6
year,6
leader,6
exemption,6
lag,6
rejoicing,6
hopes,6
observe,6
counsels,6
laugh,6
actions,6
thirst,6
plead,6
reading,6
plotting,6
sail,6
waves,6
recorded,6
sentence,6
hate,6
egypt,6
glitter,6
mountain,6
spring,6
suspicious,6
overtook,6
control,6
snare,6
cup,6
brief,6
shake,6
hills,6
gains,6
fashioned,6
skill,6
acceptable,6
increases,6
shows,6
growth,6
silk,6
sperm,6
pearls,6
foremost,6
faculties,6
haman,6
riches,6
restricts,6
consorts,6
humiliated,6
sorting,6
imran,5
heights,5
spoils,5
ants,5
luqman,5
inner,5
inevitable,5
gathering,5
holding,5
jinn,5
flame,5
rope,5
trespasses,5
press,5
stunning,5
couch,5
fed,5
causes,5
dwellingplace,5
whosoever,5
outside,5
punishments,5
tremendous,5
returning,5
twelve,5
scriptures,5
split,5
entertain,5
aim,5
thereby,5
breaks,5
solemnly,5
captives,5
although,5
falsely,5
overlook,5
torment,5
muslim,5
oh,5
wheresoever,5
alternation,5
beasts,5
slaves,5
regrets,5
calls,5
cries,5
swine,5
necessity,5
throughout,5
periods,5
demand,5
handsome,5
grave,5
concerned,5
forgave,5
doors,5
prevail,5
continue,5
crops,5
bed,5
members,5
rights,5
wrongs,5
agree,5
heir,5
scale,5
careth,5
causeth,5
swiftly,5
stone,5
vines,5
grasp,5
remains,5
obligations,5
reduce,5
scribe,5
faithfully,5
possession,5
alif,5
lam,5
plight,5
namely,5
invited,5
settle,5
bird,5
disciples,5
disputing,5
rests,5
rage,5
large,5
rear,5
aware,5
overcome,5
gently,5
lips,5
bargain,5
twain,5
choice,5
relatives,5
sixth,5
third,5
payment,5
debts,5
testify,5
afterwards,5
repented,5
allwise,5
wed,5
expel,5
contempt,5
road,5
shades,5
satans,5
obeyed,5
affection,5
direct,5
fury,5
partner,5
treaty,5
restraining,5
instead,5
baggage,5
stated,5
contend,5
crimes,5
requited,5
altogether,5
swerve,5
uttered,5
hindered,5
animal,5
perspicuous,5
bringer,5
opposite,5
intended,5
swore,5
stood,5
enjoyed,5
befall,5
tears,5
excess,5
futile,5
exact,5
asylum,5
pasture,5
worldly,5
poured,5
written,5
hemmed,5
watching,5
veils,5
intercessor,5
keys,5
guardians,5
below,5
responsibility,5
laws,5
happen,5
intercessors,5
equals,5
leading,5
eight,5
invents,5
forbade,5
tasted,5
explaining,5
beginning,5
preference,5
cult,5
powerless,5
previous,5
lands,5
spoken,5
wrought,5
dog,5
shun,5
gradually,5
scheme,5
bears,5
stratagem,5
plans,5
safe,5
appointment,5
lived,5
dream,5
disperse,5
averse,5
restrained,5
expected,5
delights,5
numbers,5
prefer,5
fate,5
idle,5
mansions,5
labour,5
merely,5
resources,5
medina,5
knower,5
avoid,5
felt,5
fleeing,5
process,5
accord,5
differences,5
thereat,5
repeats,5
fancy,5
business,5
commemorate,5
happened,5
whomsoever,5
moving,5
waters,5
longer,5
disquieting,5
conceived,5
wonderful,5
guests,5
descends,5
events,5
confused,5
space,5
produces,5
bound,5
reproach,5
diverse,5
vanity,5
deserts,5
mad,5
breathed,5
prostrated,5
deep,5
wood,5
feeling,5
distressed,5
spermdrop,5
today,5
intelligence,5
shelter,5
magnificent,5
stage,5
nine,5
recited,5
youths,5
bracelets,5
entertainment,5
recital,5
majesty,5
condition,5
march,5
weary,5
seed,5
drop,5
understands,5
covenants,5
lamp,5
summoned,5
bitter,5
watering,5
palace,5
lagged,5
morrow,5
traces,5
approved,5
f,5
keepers,5
hamim,5
fealty,5
firmament,5
orphan,5
opening,4
immunity,4
jonah,4
rocky,4
tract,4
ta,4
ranged,4
qaf,4
tur,4
battle,4
array,4
pen,4
folded,4
tear,4
frowned,4
zodiacal,4
overwhelming,4
convulsion,4
kaba,4
master,4
fain,4
fools,4
cloud,4
fingers,4
grows,4
adore,4
lowest,4
leads,4
firmaments,4
shed,4
perseverance,4
lowly,4
pharaohs,4
forty,4
maker,4
looked,4
rebelled,4
beseech,4
drew,4
jewish,4
towering,4
height,4
colour,4
beholders,4
offered,4
goodwill,4
piece,4
hardened,4
numbered,4
assist,4
rancour,4
recognised,4
confirmation,4
blasphemers,4
learned,4
sow,4
profited,4
happiness,4
abounding,4
patron,4
infidelity,4
selfish,4
paradise,4
station,4
schism,4
responsible,4
momentous,4
wilful,4
pain,4
allahfearing,4
cases,4
approaches,4
feeding,4
intends,4
mosques,4
intent,4
virtue,4
hostility,4
prevented,4
provisions,4
multitude,4
dazzle,4
differed,4
shaken,4
dislike,4
access,4
unbeliever,4
divorced,4
reconciliation,4
married,4
iddat,4
widows,4
